Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;Distance;Distance Unit;Seconds;Notes;Workout Notes
2018-01-27 16:45:08;"Benk";"Bench (close-grip) ";1;52.5;kg;6;;;0;"";
2018-01-27 16:45:08;"Benk";"Bench (close-grip) ";2;62.5;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bench (close-grip) ";3;72.5;kg;3;;;0;;
2018-01-27 16:45:08;"Benk";"Bench (close-grip) ";4;72.5;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bench (close-grip) ";5;72.5;kg;4;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";1;80;kg;5;;;0;"";""
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";2;90;kg;3;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";3;100;kg;1;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";4;92.5;kg;3;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";5;85;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";6;85;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";7;85;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";8;80;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bench Press (Barbell)";9;75;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bent Over Row (Barbell)";1;65;kg;5;;;0;"";
2018-01-27 16:45:08;"Benk";"Bent Over Row (Barbell)";2;65;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bent Over Row (Barbell)";3;65;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bent Over Row (Barbell)";4;65;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Bent Over Row (Barbell)";5;65;kg;5;;;0;;
2018-01-27 16:45:08;"Benk";"Preacher Curl (Barbell)";1;20;kg;12;;;0;"";
2018-01-27 16:45:08;"Benk";"Preacher Curl (Barbell)";2;20;kg;12;;;0;;
2018-01-27 16:45:08;"Benk";"Preacher Curl (Barbell)";3;20;kg;10;;;0;;
2018-01-27 16:45:08;"Benk";"Preacher Curl (Barbell)";4;20;kg;10;;;0;;
2018-01-27 16:45:08;"Benk";"Preacher Curl (Barbell)";5;20;kg;12;;;0;;
2018-01-28 12:41:01;"Knebøy";"Bicycle Crunch";1;;;30;;;0;"";
2018-01-28 12:41:01;"Knebøy";"Bicycle Crunch";2;;;30;;;0;;
2018-01-28 12:41:01;"Knebøy";"Bicycle Crunch";3;;;30;;;0;;
2018-01-28 12:41:01;"Knebøy";"Bicycle Crunch";4;;;30;;;0;;
2018-01-28 12:41:01;"Knebøy";"Calf raise (seated) ";1;150;kg;12;;;0;"";
2018-01-28 12:41:01;"Knebøy";"Calf raise (seated) ";2;200;kg;13;;;0;;
2018-01-28 12:41:01;"Knebøy";"Calf raise (seated) ";3;250;kg;12;;;0;;
2018-01-28 12:41:01;"Knebøy";"Calf raise (seated) ";4;300;kg;12;;;0;;
2018-01-28 12:41:01;"Knebøy";"Calf raise (seated) ";5;300;kg;12;;;0;;
2018-01-28 12:41:01;"Knebøy";"Calf raise (seated) ";6;300;kg;12;;;0;;
2018-01-28 12:41:01;"Knebøy";"Leg Press";1;300;kg;5;;;0;"";
2018-01-28 12:41:01;"Knebøy";"Lying hamstring curl ";1;75;kg;8;;;0;"";
2018-01-28 12:41:01;"Knebøy";"Lying hamstring curl ";2;75;kg;8;;;0;;
2018-01-28 12:41:01;"Knebøy";"Lying hamstring curl ";3;75;kg;8;;;0;;
2018-01-28 12:41:01;"Knebøy";"Oblique Crunch";1;;;15;;;0;"";
2018-01-28 12:41:01;"Knebøy";"Oblique Crunch";2;;;15;;;0;;
2018-01-28 12:41:01;"Knebøy";"Oblique Crunch";3;;;15;;;0;;
2018-01-28 12:41:01;"Knebøy";"Oblique Crunch";4;;;15;;;0;;
2018-01-28 12:41:01;"Knebøy";"Romanian Deadlift (Barbell)";1;90;kg;5;;;0;"";
2018-01-28 12:41:01;"Knebøy";"Romanian Deadlift (Barbell)";2;90;kg;5;;;0;;
2018-01-28 12:41:01;"Knebøy";"Romanian Deadlift (Barbell)";3;90;kg;5;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";1;120;kg;5;;;0;"";""
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";2;135;kg;3;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";3;152.5;kg;2;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";4;145;kg;3;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";5;135;kg;3;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";6;127.5;kg;3;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";7;120;kg;5;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";8;112.5;kg;5;;;0;;
2018-01-28 12:41:01;"Knebøy";"Squat (Barbell)";9;105;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Bench Press (Barbell)";1;67.5;kg;8;;;0;"";""
2018-01-29 06:40:57;"Mandag";"Bench Press (Barbell)";2;80;kg;6;;;0;;
2018-01-29 06:40:57;"Mandag";"Bench Press (Barbell)";3;90;kg;4;;;0;;
2018-01-29 06:40:57;"Mandag";"Bench Press (Barbell)";4;90;kg;4;;;0;;
2018-01-29 06:40:57;"Mandag";"Bench Press (Barbell)";5;90;kg;4;;;0;;
2018-01-29 06:40:57;"Mandag";"Bench Press (Barbell)";6;85;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Bench Press (Barbell)";7;80;kg;6;;;0;;
2018-01-29 06:40:57;"Mandag";"Bent Over Row (Barbell)";1;67.5;kg;5;;;0;"";
2018-01-29 06:40:57;"Mandag";"Bent Over Row (Barbell)";2;67.5;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Bent Over Row (Barbell)";3;67.5;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Bent Over Row (Barbell)";4;67.5;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Bent Over Row (Barbell)";5;67.5;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Bicycle Crunch";1;;;30;;;0;"";
2018-01-29 06:40:57;"Mandag";"Bicycle Crunch";2;;;30;;;0;;
2018-01-29 06:40:57;"Mandag";"Bicycle Crunch";3;;;0;;;0;;
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";1;40;kg;6;;;0;"";
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";2;50;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";3;55;kg;3;;;0;;
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";4;55;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";5;55;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";6;55;kg;5;;;0;;
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";7;55;kg;4;;;0;;
2018-01-29 06:40:57;"Mandag";"Overhead Press (Barbell)";8;0;kg;0;;;0;;
2018-01-31 06:57:10;"Onsdag";"Bicycle Crunch";1;0;kg;30;;;0;"";
2018-01-31 06:57:10;"Onsdag";"Bicycle Crunch";2;0;kg;30;;;0;;
2018-01-31 06:57:10;"Onsdag";"Bicycle Crunch";3;0;kg;30;;;0;;
2018-01-31 06:57:10;"Onsdag";"Calf raise (seated) ";1;150;kg;15;;;0;"";
2018-01-31 06:57:10;"Onsdag";"Calf raise (seated) ";2;200;kg;15;;;0;;
2018-01-31 06:57:10;"Onsdag";"Calf raise (seated) ";3;250;kg;10;;;0;;
2018-01-31 06:57:10;"Onsdag";"Calf raise (seated) ";4;300;kg;10;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";1;120;kg;5;;;0;"";""
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";2;135;kg;3;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";3;150;kg;2;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";4;145;kg;3;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";5;135;kg;3;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";6;125;kg;3;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";7;120;kg;3;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";8;110;kg;3;;;0;;
2018-01-31 06:57:10;"Onsdag";"Deadlift (Barbell)";9;105;kg;4;;;0;;
2018-01-31 06:57:10;"Onsdag";"Leg Press";1;150;kg;8;;;0;"";
2018-01-31 06:57:10;"Onsdag";"Leg Press";2;200;kg;8;;;0;;
2018-01-31 06:57:10;"Onsdag";"Leg Press";3;250;kg;8;;;0;;
2018-01-31 06:57:10;"Onsdag";"Leg Press";4;300;kg;6;;;0;;
2018-01-31 06:57:10;"Onsdag";"V Up";1;;;15;;;0;"";
2018-01-31 06:57:10;"Onsdag";"V Up";2;;;15;;;0;;
2018-01-31 06:57:10;"Onsdag";"V Up";3;;;15;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Lat Pulldown (Cable)";1;97;kg;3;;;0;"";
2018-01-31 18:14:26;"Evening Workout";"Lat Pulldown (Cable)";2;97;kg;3;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Lat Pulldown (Single Arm)";1;47;kg;4;;;0;"";
2018-01-31 18:14:26;"Evening Workout";"Lat Pulldown (Single Arm)";2;47;kg;3;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";1;60;kg;5;;;0;"";""
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";2;65;kg;3;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";3;72.5;kg;2;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";4;67.5;kg;3;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";5;65;kg;3;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";6;60;kg;5;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";7;57.5;kg;5;;;0;;
2018-01-31 18:14:26;"Evening Workout";"Overhead Press (Barbell)";8;52.5;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench (close-grip) ";1;75;kg;5;;;0;"";
2018-02-02 07:37:35;"Fredag";"Bench (close-grip) ";2;70;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";1;80;kg;5;;;0;"";""
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";2;90;kg;3;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";3;100;kg;1;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";4;95;kg;3;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";5;90;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";6;85;kg;3;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";7;80;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bench Press (Barbell)";8;67.5;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bent Over Row (Barbell)";1;70;kg;5;;;0;"";
2018-02-02 07:37:35;"Fredag";"Bent Over Row (Barbell)";2;70;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bent Over Row (Barbell)";3;70;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bent Over Row (Barbell)";4;70;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bent Over Row (Barbell)";5;70;kg;5;;;0;;
2018-02-02 07:37:35;"Fredag";"Bicycle Crunch";1;;;30;;;0;"";
2018-02-02 07:37:35;"Fredag";"Bicycle Crunch";2;;;30;;;0;;
2018-02-02 07:37:35;"Fredag";"Bicycle Crunch";3;;;30;;;0;;
2018-02-02 07:37:35;"Fredag";"Bicycle Crunch";4;;;30;;;0;;
2018-02-02 07:37:35;"Fredag";"Bicycle Crunch";5;;;30;;;0;;
2018-02-04 12:40:51;"Søndag";"Bicycle Crunch";1;8;kg;30;;;0;"";
2018-02-04 12:40:51;"Søndag";"Bicycle Crunch";2;8;kg;30;;;0;;
2018-02-04 12:40:51;"Søndag";"Bicycle Crunch";3;8;kg;30;;;0;;
2018-02-04 12:40:51;"Søndag";"Bicycle Crunch";4;8;kg;30;;;0;;
2018-02-04 12:40:51;"Søndag";"Calf raise (seated) ";1;125;kg;12;;;0;"";
2018-02-04 12:40:51;"Søndag";"Calf raise (seated) ";2;175;kg;12;;;0;;
2018-02-04 12:40:51;"Søndag";"Calf raise (seated) ";3;225;kg;12;;;0;;
2018-02-04 12:40:51;"Søndag";"Calf raise (seated) ";4;275;kg;12;;;0;;
2018-02-04 12:40:51;"Søndag";"Calf raise (seated) ";5;325;kg;12;;;0;;
2018-02-04 12:40:51;"Søndag";"Calf raise (seated) ";6;325;kg;6;;;0;;
2018-02-04 12:40:51;"Søndag";"Leg Press";1;325;kg;4;;;0;"";
2018-02-04 12:40:51;"Søndag";"Lying hamstring curl ";1;65;kg;12;;;0;"";
2018-02-04 12:40:51;"Søndag";"Lying hamstring curl ";2;65;kg;12;;;0;;
2018-02-04 12:40:51;"Søndag";"Lying hamstring curl ";3;65;kg;6;;;0;;
2018-02-04 12:40:51;"Søndag";"Lying hamstring curl ";4;55;kg;6;;;0;;
2018-02-04 12:40:51;"Søndag";"Lying hamstring curl ";5;60;kg;6;;;0;;
2018-02-04 12:40:51;"Søndag";"Oblique Crunch";1;;;15;;;0;"";
2018-02-04 12:40:51;"Søndag";"Oblique Crunch";2;;;15;;;0;;
2018-02-04 12:40:51;"Søndag";"Oblique Crunch";3;;;15;;;0;;
2018-02-04 12:40:51;"Søndag";"Romanian Deadlift (Barbell)";1;100;kg;5;;;0;"";
2018-02-04 12:40:51;"Søndag";"Romanian Deadlift (Barbell)";2;100;kg;5;;;0;;
2018-02-04 12:40:51;"Søndag";"Romanian Deadlift (Barbell)";3;110;kg;5;;;0;;
2018-02-04 12:40:51;"Søndag";"Romanian Deadlift (Barbell)";4;100;kg;5;;;0;;
2018-02-04 12:40:51;"Søndag";"Romanian Deadlift (Barbell)";5;110;kg;5;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";1;122.5;kg;5;;;0;"";""
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";2;137.5;kg;3;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";3;155;kg;3;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";4;147.5;kg;3;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";5;140;kg;3;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";6;130;kg;3;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";7;122.5;kg;5;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";8;115;kg;5;;;0;;
2018-02-04 12:40:51;"Søndag";"Squat (Barbell)";9;105;kg;5;;;0;;
2018-02-05 16:50:07;"Mandag";"Ab Wheel";1;;;8;;;0;"";
2018-02-05 16:50:07;"Mandag";"Ab Wheel";2;;;8;;;0;;
2018-02-05 16:50:07;"Mandag";"Ab Wheel";3;;;3;;;0;;
2018-02-05 16:50:07;"Mandag";"Face Pull (Cable)";1;42;kg;10;;;0;"";
2018-02-05 16:50:07;"Mandag";"Face Pull (Cable)";2;42;kg;10;;;0;;
2018-02-05 16:50:07;"Mandag";"Face Pull (Cable)";3;42;kg;10;;;0;;
2018-02-05 16:50:07;"Mandag";"Face Pull (Cable)";4;42;kg;10;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";1;60;kg;5;;;0;"";""
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";2;67.5;kg;3;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";3;75;kg;2;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";4;72.5;kg;3;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";5;67.5;kg;3;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";6;65;kg;3;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";7;60;kg;5;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";8;55;kg;5;;;0;;
2018-02-05 16:50:07;"Mandag";"Overhead Press (Barbell)";9;52.5;kg;5;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";1;67.5;kg;8;;;0;"";""
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";2;80;kg;6;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";3;90;kg;4;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";4;90;kg;4;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";5;90;kg;4;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";6;85;kg;5;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";7;80;kg;6;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";8;72.5;kg;7;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bench Press (Barbell)";9;67.5;kg;8;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bent Over Row (Barbell)";1;72.5;kg;5;;;0;"";
2018-02-06 07:39:17;"Tirsdag";"Bent Over Row (Barbell)";2;72.5;kg;5;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bent Over Row (Barbell)";3;72.5;kg;5;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bent Over Row (Barbell)";4;72.5;kg;5;;;0;;
2018-02-06 07:39:17;"Tirsdag";"Bent Over Row (Barbell)";5;72.5;kg;5;;;0;;
2018-02-08 17:17:12;"Onsdag";"Bicycle Crunch";1;12;kg;20;;;0;"";
2018-02-08 17:17:12;"Onsdag";"Bicycle Crunch";2;12;kg;20;;;0;;
2018-02-08 17:17:12;"Onsdag";"Bicycle Crunch";3;12;kg;20;;;0;;
2018-02-08 17:17:12;"Onsdag";"Bicycle Crunch";4;12;kg;20;;;0;;
2018-02-08 17:17:12;"Onsdag";"Calf raise (seated) ";1;100;kg;15;;;0;"";
2018-02-08 17:17:12;"Onsdag";"Calf raise (seated) ";2;150;kg;15;;;0;;
2018-02-08 17:17:12;"Onsdag";"Calf raise (seated) ";3;200;kg;15;;;0;;
2018-02-08 17:17:12;"Onsdag";"Calf raise (seated) ";4;300;kg;15;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";1;120;kg;5;;;0;"";""
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";2;135;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";3;152.5;kg;2;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";4;145;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";5;135;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";6;127.5;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";7;120;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";8;112.5;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Deadlift (Barbell)";9;105;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Leg Press";1;100;kg;8;;;0;"";
2018-02-08 17:17:12;"Onsdag";"Leg Press";2;150;kg;8;;;0;;
2018-02-08 17:17:12;"Onsdag";"Leg Press";3;200;kg;8;;;0;;
2018-02-08 17:17:12;"Onsdag";"Leg Press";4;300;kg;3;;;0;;
2018-02-08 17:17:12;"Onsdag";"Squat (Barbell)";1;100;kg;5;;;0;"";
2018-02-08 17:17:12;"Onsdag";"Squat (Barbell)";2;120;kg;5;;;0;;
2018-02-08 17:17:12;"Onsdag";"Squat (Barbell)";3;140;kg;4;;;0;;
2018-02-08 17:17:12;"Onsdag";"Squat (Barbell)";4;140;kg;4;;;0;;
2018-02-08 17:17:12;"Onsdag";"Squat (Barbell)";5;140;kg;4;;;0;;
2018-02-08 17:17:12;"Onsdag";"Squat (Barbell)";6;130;kg;5;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";1;80;kg;5;;;0;"";""
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";2;90;kg;3;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";3;100;kg;2;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";4;95;kg;3;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";5;90;kg;5;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";6;85;kg;3;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";7;80;kg;5;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";8;75;kg;3;;;0;;
2018-02-09 16:12:29;"Fredag";"Bench Press (Barbell)";9;70;kg;8;;;0;;
2018-02-09 16:12:29;"Fredag";"Bent Over Row (Barbell)";1;75;kg;5;;;0;"";
2018-02-09 16:12:29;"Fredag";"Bent Over Row (Barbell)";2;75;kg;5;;;0;;
2018-02-09 16:12:29;"Fredag";"Bent Over Row (Barbell)";3;75;kg;5;;;0;;
2018-02-09 16:12:29;"Fredag";"Bent Over Row (Barbell)";4;75;kg;5;;;0;;
2018-02-09 16:12:29;"Fredag";"Bent Over Row (Barbell)";5;75;kg;5;;;0;;
2018-02-09 16:12:29;"Fredag";"Oblique Crunch";1;;;15;;;0;"";
2018-02-09 16:12:29;"Fredag";"Oblique Crunch";2;;;15;;;0;;
2018-02-09 16:12:29;"Fredag";"Oblique Crunch";3;;;15;;;0;;
2018-02-09 16:12:29;"Fredag";"Oblique Crunch";4;;;15;;;0;;
2018-02-09 16:12:29;"Fredag";"Oblique Crunch";5;;;15;;;0;;
2018-02-11 15:29:47;"Søndag";"Bicycle Crunch";1;12;kg;30;;;0;"";
2018-02-11 15:29:47;"Søndag";"Bicycle Crunch";2;12;kg;30;;;0;;
2018-02-11 15:29:47;"Søndag";"Bicycle Crunch";3;12;kg;30;;;0;;
2018-02-11 15:29:47;"Søndag";"Bicycle Crunch";4;12;kg;30;;;0;;
2018-02-11 15:29:47;"Søndag";"Bicycle Crunch";5;12;kg;30;;;0;;
2018-02-11 15:29:47;"Søndag";"Bosu crunch ";1;12;kg;12;;;0;"";
2018-02-11 15:29:47;"Søndag";"Bosu crunch ";2;12;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Bosu crunch ";3;12;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Bosu crunch ";4;12;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Bosu crunch ";5;12;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";10;225;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";1;150;kg;12;;;0;"";
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";2;200;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";3;250;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";4;300;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";5;350;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";6;350;kg;10;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";7;300;kg;7;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";8;275;kg;6;;;0;;
2018-02-11 15:29:47;"Søndag";"Calf raise (seated) ";9;250;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Leg Press";1;150;kg;8;;;0;"";
2018-02-11 15:29:47;"Søndag";"Leg Press";2;200;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Leg Press";3;250;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Leg Press";4;250;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Leg Press";5;350;kg;2;;;0;;
2018-02-11 15:29:47;"Søndag";"Lying hamstring curl ";1;67.5;kg;12;;;0;"";
2018-02-11 15:29:47;"Søndag";"Lying hamstring curl ";2;67.5;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Lying hamstring curl ";3;67.5;kg;6;;;0;;
2018-02-11 15:29:47;"Søndag";"Lying hamstring curl ";4;60;kg;6;;;0;;
2018-02-11 15:29:47;"Søndag";"Lying hamstring curl ";5;60;kg;12;;;0;;
2018-02-11 15:29:47;"Søndag";"Romanian Deadlift (Barbell)";1;105;kg;5;;;0;"";
2018-02-11 15:29:47;"Søndag";"Romanian Deadlift (Barbell)";2;105;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Romanian Deadlift (Barbell)";3;115;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Romanian Deadlift (Barbell)";4;110;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Romanian Deadlift (Barbell)";5;105;kg;5;;;0;;
2018-02-11 15:29:47;"Søndag";"Squat (Barbell)";1;125;kg;5;;;0;"";""
2018-02-11 15:29:47;"Søndag";"Squat (Barbell)";2;140;kg;3;;;0;;
2018-02-11 15:29:47;"Søndag";"Squat (Barbell)";3;157.5;kg;2;;;0;;
2018-02-11 15:29:47;"Søndag";"Squat (Barbell)";4;150;kg;3;;;0;;
2018-02-11 15:29:47;"Søndag";"Squat (Barbell)";5;140;kg;3;;;0;;
2018-02-11 15:29:47;"Søndag";"Squat (Barbell)";6;132.5;kg;3;;;0;;
2018-02-11 15:29:47;"Søndag";"Squat (Barbell)";7;125;kg;5;;;0;;
2018-02-12 06:55:04;"Mandag";"Face Pull (Cable)";1;45.5;kg;10;;;0;"";
2018-02-12 06:55:04;"Mandag";"Face Pull (Cable)";2;45.5;kg;10;;;0;;
2018-02-12 06:55:04;"Mandag";"Face Pull (Cable)";3;45.5;kg;10;;;0;;
2018-02-12 06:55:04;"Mandag";"Face Pull (Cable)";4;45.5;kg;10;;;0;;
2018-02-12 06:55:04;"Mandag";"Face Pull (Cable)";5;45.5;kg;10;;;0;;
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";1;62.5;kg;5;;;0;"";""
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";2;70;kg;3;;;0;;
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";3;77.5;kg;1;;;0;;
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";4;72.5;kg;2;;;0;;
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";5;70;kg;3;;;0;;
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";6;65;kg;3;;;0;;
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";7;62.5;kg;5;;;0;;
2018-02-12 06:55:04;"Mandag";"Overhead Press (Barbell)";8;57.5;kg;5;;;0;;
